player,age,team,league,war,games,plate_appearances,at_bats,runs,hits,homeruns,runs_batted_in,stolen_bases,bases_on_balls,strikeouts,on_base_percentage,slugging_percentage,on_base_plus_slugging_percentage,adjusted_on_base_plus_slugging_percentage,total_bases,sacrifice_hits,sacrifice_flys,position
James Wood*,23.0,WSN,NL,2.7,82.0,382.0,315.0,70.0,82.0,20.0,49.0,13.0,61.0,115.0,0.385,0.511,0.896,150.0,161.0,0.0,2.0,*9D7
Taylor Ward,32.0,BAL,AL,1.8,81.0,373.0,304.0,52.0,78.0,5.0,22.0,2.0,64.0,78.0,0.389,0.365,0.754,114.0,111.0,0.0,2.0,*7D
Gunnar Henderson*,25.0,BAL,AL,1.2,81.0,371.0,335.0,45.0,76.0,16.0,39.0,6.0,30.0,88.0,0.299,0.424,0.723,101.0,142.0,0.0,1.0,*6/D
Nick Kurtz*,23.0,ATH,AL,3.7,80.0,366.0,291.0,56.0,81.0,19.0,62.0,7.0,73.0,111.0,0.426,0.533,0.959,160.0,155.0,0.0,0.0,*3/D
Alex Bregman,32.0,CHC,NL,2.1,79.0,361.0,312.0,37.0,76.0,6.0,26.0,2.0,40.0,58.0,0.338,0.343,0.681,96.0,107.0,0.0,3.0,*5/DH
Nico Hoerner,29.0,CHC,NL,1.4,79.0,360.0,318.0,34.0,76.0,4.0,35.0,12.0,34.0,26.0,0.317,0.343,0.659,89.0,109.0,0.0,4.0,*4/6H
Yordan Alvarez*,29.0,HOU,AL,3.7,82.0,358.0,296.0,57.0,94.0,25.0,56.0,1.0,55.0,60.0,0.43,0.625,1.055,191.0,185.0,0.0,2.0,*D7
Zach Neto,25.0,LAA,AL,2.0,79.0,358.0,311.0,56.0,71.0,17.0,39.0,11.0,39.0,117.0,0.327,0.457,0.783,119.0,142.0,0.0,1.0,*6/H
Michael Busch*,28.0,CHC,NL,1.7,80.0,357.0,292.0,32.0,70.0,9.0,44.0,2.0,54.0,80.0,0.37,0.39,0.76,119.0,114.0,0.0,3.0,*3/H
Pete Alonso,31.0,BAL,AL,1.9,82.0,355.0,308.0,51.0,78.0,18.0,55.0,2.0,40.0,83.0,0.341,0.474,0.815,127.0,146.0,0.0,4.0,*3/D
Bo Bichette,28.0,NYM,NL,-0.1,81.0,354.0,327.0,42.0,83.0,10.0,45.0,1.0,21.0,65.0,0.299,0.388,0.688,91.0,127.0,0.0,4.0,65/D
Iván Herrera,26.0,STL,NL,2.4,78.0,354.0,283.0,53.0,74.0,10.0,35.0,5.0,48.0,55.0,0.404,0.42,0.824,135.0,119.0,0.0,2.0,D2
Julio Rodríguez,25.0,SEA,AL,2.0,81.0,354.0,324.0,42.0,80.0,14.0,38.0,11.0,26.0,74.0,0.308,0.423,0.731,107.0,137.0,0.0,1.0,*8/D
Pete Crow-Armstrong*,24.0,CHC,NL,5.1,81.0,350.0,307.0,49.0,88.0,17.0,45.0,18.0,32.0,90.0,0.367,0.521,0.888,151.0,160.0,1.0,2.0,*8/H
Bryan Reynolds#,31.0,PIT,NL,3.1,81.0,348.0,289.0,54.0,84.0,11.0,52.0,5.0,52.0,74.0,0.405,0.484,0.89,144.0,140.0,0.0,2.0,*79/DH
Trea Turner,33.0,PHI,NL,-0.2,79.0,348.0,324.0,50.0,75.0,7.0,23.0,15.0,21.0,79.0,0.282,0.336,0.618,68.0,109.0,0.0,1.0,*6/DH
Daylen Lile*,23.0,WSN,NL,1.0,80.0,346.0,314.0,43.0,79.0,8.0,38.0,7.0,24.0,58.0,0.309,0.401,0.711,98.0,126.0,0.0,4.0,*7D/9
Matt Olson*,32.0,ATL,NL,3.0,79.0,345.0,307.0,53.0,83.0,20.0,52.0,2.0,34.0,79.0,0.342,0.528,0.87,142.0,162.0,0.0,3.0,*3/9
Kevin McGonigle*,21.0,DET,AL,4.0,78.0,344.0,294.0,47.0,83.0,6.0,28.0,9.0,48.0,46.0,0.387,0.425,0.812,125.0,125.0,0.0,0.0,65/D
Andy Pages,25.0,LAD,NL,3.7,80.0,343.0,312.0,46.0,83.0,15.0,58.0,8.0,23.0,69.0,0.318,0.474,0.792,119.0,148.0,0.0,5.0,*8/H
Kyle Schwarber*,33.0,PHI,NL,2.5,77.0,343.0,290.0,52.0,74.0,29.0,52.0,1.0,49.0,117.0,0.37,0.593,0.963,157.0,172.0,0.0,0.0,*D/37H
Sal Stewart,22.0,CIN,NL,1.1,79.0,343.0,297.0,41.0,74.0,14.0,55.0,11.0,42.0,74.0,0.341,0.448,0.789,115.0,133.0,0.0,3.0,35/D4
Junior Caminero,22.0,TBR,AL,2.7,78.0,342.0,295.0,49.0,84.0,19.0,43.0,0.0,45.0,61.0,0.377,0.519,0.896,145.0,153.0,0.0,2.0,*5/3
Jo Adell,27.0,LAA,AL,-0.1,81.0,341.0,319.0,37.0,79.0,10.0,41.0,3.0,10.0,79.0,0.29,0.386,0.676,89.0,123.0,0.0,2.0,*9/7D8
Freddie Freeman*,36.0,LAD,NL,2.2,78.0,341.0,294.0,45.0,83.0,13.0,43.0,2.0,41.0,57.0,0.372,0.486,0.859,139.0,143.0,0.0,3.0,*3
Cody Bellinger*,30.0,NYY,AL,4.0,79.0,340.0,288.0,46.0,77.0,11.0,49.0,10.0,47.0,46.0,0.365,0.458,0.823,128.0,132.0,0.0,5.0,*78/93DH
Rafael Devers*,29.0,SFG,NL,0.5,80.0,340.0,310.0,36.0,73.0,12.0,38.0,0.0,27.0,101.0,0.297,0.432,0.729,106.0,134.0,0.0,2.0,*3D
Otto Lopez,27.0,MIA,NL,3.8,80.0,340.0,315.0,51.0,107.0,6.0,35.0,16.0,16.0,48.0,0.374,0.483,0.856,141.0,152.0,0.0,5.0,*6/DH
Brandon Nimmo*,33.0,TEX,AL,1.6,79.0,340.0,306.0,32.0,81.0,8.0,28.0,3.0,26.0,70.0,0.332,0.425,0.757,121.0,130.0,0.0,2.0,*9/D8H
Shohei Ohtani*,31.0,LAD,NL,2.9,73.0,340.0,275.0,56.0,81.0,17.0,46.0,6.0,54.0,78.0,0.414,0.549,0.963,168.0,151.0,0.0,4.0,*D1/H
Ozzie Albies#,29.0,ATL,NL,2.2,79.0,339.0,303.0,51.0,85.0,12.0,42.0,1.0,24.0,39.0,0.333,0.446,0.779,118.0,135.0,0.0,8.0,*4
Riley Greene*,25.0,DET,AL,1.5,81.0,339.0,291.0,40.0,85.0,9.0,34.0,1.0,44.0,92.0,0.386,0.44,0.826,129.0,128.0,0.0,2.0,*7/DH
Xavier Edwards#,26.0,MIA,NL,2.5,81.0,338.0,294.0,44.0,86.0,6.0,28.0,11.0,40.0,43.0,0.374,0.425,0.799,127.0,125.0,1.0,3.0,*4/D
Bryce Harper*,33.0,PHI,NL,2.1,81.0,338.0,283.0,54.0,76.0,18.0,47.0,5.0,50.0,64.0,0.373,0.523,0.896,141.0,148.0,0.0,5.0,*3/D
Fernando Tatis Jr.,27.0,SDP,NL,1.0,78.0,338.0,300.0,35.0,85.0,3.0,28.0,19.0,30.0,68.0,0.347,0.367,0.714,101.0,110.0,1.0,5.0,94/HD
JJ Wetherholt*,23.0,STL,NL,3.6,74.0,338.0,290.0,49.0,76.0,12.0,34.0,8.0,35.0,53.0,0.361,0.414,0.775,120.0,120.0,0.0,2.0,*4/6H
Jonathan Aranda*,28.0,TBR,AL,1.0,77.0,337.0,282.0,40.0,81.0,12.0,54.0,0.0,44.0,78.0,0.386,0.457,0.843,133.0,129.0,0.0,6.0,*3/DH
Alec Burleson*,27.0,STL,NL,1.8,77.0,337.0,302.0,42.0,87.0,13.0,57.0,2.0,29.0,49.0,0.353,0.49,0.843,137.0,148.0,0.0,3.0,*3/HD
Ian Happ#,31.0,CHC,NL,2.1,77.0,337.0,288.0,54.0,66.0,16.0,38.0,4.0,44.0,106.0,0.338,0.462,0.8,127.0,133.0,0.0,1.0,*7/D
Miguel Vargas,26.0,CHW,AL,2.8,78.0,337.0,283.0,52.0,68.0,17.0,45.0,10.0,46.0,58.0,0.354,0.47,0.824,129.0,133.0,0.0,2.0,*53/DH
Christian Walker,35.0,HOU,AL,1.5,81.0,337.0,304.0,43.0,71.0,18.0,52.0,0.0,28.0,75.0,0.306,0.464,0.769,111.0,141.0,0.0,1.0,*3/DH
Bobby Witt Jr.,26.0,KCR,AL,4.3,76.0,337.0,299.0,40.0,88.0,10.0,32.0,28.0,35.0,57.0,0.368,0.465,0.833,134.0,139.0,0.0,2.0,*6
Brice Turang*,26.0,MIL,NL,3.1,74.0,336.0,283.0,58.0,75.0,11.0,47.0,13.0,49.0,87.0,0.371,0.459,0.831,129.0,130.0,2.0,2.0,*4/6
Ketel Marte#,32.0,ARI,NL,1.4,76.0,335.0,306.0,42.0,81.0,13.0,47.0,1.0,25.0,47.0,0.319,0.461,0.78,114.0,141.0,0.0,3.0,*4D/H
Mike Trout,34.0,LAA,AL,2.8,74.0,335.0,265.0,54.0,62.0,17.0,36.0,7.0,66.0,83.0,0.394,0.472,0.866,144.0,125.0,0.0,0.0,*8D
Shea Langeliers,28.0,ATH,AL,3.0,73.0,334.0,303.0,49.0,80.0,19.0,42.0,1.0,26.0,64.0,0.329,0.505,0.834,124.0,153.0,0.0,1.0,*2D
CJ Abrams*,25.0,WSN,NL,3.0,79.0,333.0,290.0,51.0,83.0,17.0,57.0,13.0,30.0,67.0,0.369,0.528,0.897,149.0,153.0,0.0,3.0,*6/HD
Wilyer Abreu*,27.0,BOS,AL,3.0,77.0,333.0,298.0,35.0,81.0,10.0,38.0,6.0,30.0,64.0,0.335,0.44,0.775,118.0,131.0,1.0,3.0,*9
Matt Chapman,33.0,SFG,NL,2.8,79.0,333.0,289.0,35.0,70.0,7.0,42.0,0.0,36.0,74.0,0.333,0.381,0.714,105.0,110.0,0.0,3.0,*5/D
Luis Arraez*,29.0,SFG,NL,2.4,75.0,332.0,299.0,40.0,96.0,3.0,30.0,6.0,18.0,13.0,0.358,0.445,0.803,129.0,133.0,5.0,7.0,*4/DH
Willy Adames,30.0,SFG,NL,1.1,78.0,331.0,311.0,40.0,70.0,14.0,32.0,1.0,18.0,91.0,0.269,0.428,0.697,96.0,133.0,0.0,1.0,*6
Brandon Lowe*,31.0,PIT,NL,2.8,75.0,331.0,293.0,50.0,73.0,19.0,51.0,0.0,33.0,83.0,0.326,0.515,0.842,128.0,151.0,0.0,3.0,*4/DH
Yandy Díaz,34.0,TBR,AL,2.5,75.0,330.0,287.0,41.0,95.0,12.0,51.0,1.0,32.0,44.0,0.412,0.512,0.924,155.0,147.0,0.0,2.0,*D
Tyler Soderstrom*,24.0,ATH,AL,2.3,78.0,330.0,285.0,41.0,70.0,13.0,41.0,1.0,42.0,58.0,0.345,0.467,0.812,119.0,133.0,0.0,1.0,*7/HD
Jordan Walker,24.0,STL,NL,3.0,77.0,330.0,303.0,46.0,88.0,18.0,58.0,10.0,23.0,84.0,0.342,0.521,0.864,141.0,158.0,0.0,2.0,*9/DH
Corbin Carroll*,25.0,ARI,NL,3.5,77.0,329.0,287.0,48.0,80.0,13.0,42.0,9.0,36.0,70.0,0.365,0.537,0.901,147.0,154.0,0.0,2.0,*9/D
Cole Young*,22.0,SEA,AL,2.3,82.0,328.0,295.0,34.0,74.0,7.0,37.0,2.0,22.0,58.0,0.315,0.369,0.684,96.0,109.0,1.0,3.0,*4/6
Jakob Marsee*,25.0,MIA,NL,-0.2,79.0,327.0,273.0,40.0,54.0,4.0,19.0,18.0,43.0,77.0,0.321,0.3,0.621,78.0,82.0,3.0,1.0,*8/HD
Vladimir Guerrero Jr.,27.0,TOR,AL,0.7,77.0,326.0,282.0,44.0,77.0,4.0,32.0,6.0,35.0,35.0,0.356,0.358,0.714,96.0,101.0,0.0,5.0,*3/DH
Chase Meidroth,24.0,CHW,AL,1.4,77.0,325.0,289.0,44.0,77.0,6.0,25.0,2.0,27.0,81.0,0.331,0.377,0.708,99.0,109.0,4.0,2.0,*4/6H5
Geraldo Perdomo#,26.0,ARI,NL,2.2,77.0,325.0,266.0,35.0,62.0,4.0,27.0,11.0,48.0,40.0,0.349,0.338,0.687,93.0,90.0,4.0,5.0,*6/H
Ben Rice*,27.0,NYY,AL,2.0,75.0,325.0,281.0,56.0,79.0,22.0,53.0,2.0,40.0,76.0,0.372,0.584,0.956,162.0,164.0,0.0,2.0,3D/H
Josh Naylor*,29.0,SEA,AL,-0.3,75.0,324.0,295.0,28.0,76.0,8.0,33.0,14.0,25.0,42.0,0.319,0.373,0.692,98.0,110.0,0.0,1.0,*3
Kazuma Okamoto,30.0,TOR,AL,1.9,79.0,324.0,286.0,42.0,69.0,18.0,51.0,0.0,32.0,102.0,0.324,0.469,0.793,113.0,134.0,0.0,2.0,*5/3D
William Contreras,28.0,MIL,NL,1.6,74.0,323.0,288.0,45.0,87.0,8.0,48.0,1.0,30.0,42.0,0.365,0.427,0.792,119.0,123.0,0.0,4.0,*2D/H
Manny Machado,33.0,SDP,NL,-0.4,77.0,323.0,283.0,37.0,52.0,14.0,43.0,1.0,34.0,72.0,0.267,0.378,0.645,79.0,107.0,1.0,5.0,*5/D
Jarren Duran*,29.0,BOS,AL,0.6,73.0,322.0,295.0,37.0,59.0,12.0,38.0,11.0,21.0,96.0,0.258,0.366,0.624,75.0,108.0,0.0,3.0,*7/8DH
Willson Contreras,34.0,BOS,AL,2.7,77.0,321.0,275.0,38.0,76.0,16.0,46.0,1.0,29.0,83.0,0.371,0.513,0.883,148.0,141.0,0.0,3.0,*3/D
Josh Jung,28.0,TEX,AL,1.4,75.0,321.0,291.0,36.0,86.0,8.0,31.0,1.0,24.0,54.0,0.355,0.436,0.792,131.0,127.0,0.0,2.0,*5
Jackson Merrill*,23.0,SDP,NL,0.8,76.0,321.0,293.0,34.0,62.0,8.0,31.0,15.0,24.0,79.0,0.274,0.352,0.625,74.0,103.0,3.0,0.0,*8
Austin Riley,29.0,ATL,NL,0.5,79.0,321.0,285.0,32.0,61.0,8.0,36.0,4.0,28.0,93.0,0.296,0.347,0.643,82.0,99.0,0.0,2.0,*5/H
Salvador Perez,36.0,KCR,AL,-1.0,76.0,320.0,298.0,29.0,60.0,10.0,30.0,0.0,12.0,61.0,0.244,0.332,0.576,61.0,99.0,0.0,4.0,2D/3
Isaac Paredes,27.0,HOU,AL,1.3,76.0,318.0,273.0,31.0,67.0,10.0,41.0,0.0,31.0,53.0,0.343,0.41,0.753,110.0,112.0,0.0,3.0,*53/D4H
Marcus Semien,35.0,NYM,NL,-0.6,80.0,318.0,290.0,30.0,62.0,9.0,29.0,6.0,23.0,68.0,0.271,0.341,0.613,71.0,99.0,1.0,3.0,*4
Kyle Tucker*,29.0,LAD,NL,0.7,75.0,318.0,273.0,44.0,64.0,6.0,40.0,6.0,40.0,65.0,0.333,0.374,0.707,98.0,102.0,0.0,3.0,*9/H
Carson Benge*,23.0,NYM,NL,1.3,78.0,316.0,289.0,43.0,74.0,9.0,30.0,11.0,23.0,69.0,0.32,0.398,0.718,100.0,115.0,0.0,0.0,*978/HD
Colson Montgomery*,24.0,CHW,AL,2.0,76.0,316.0,278.0,36.0,61.0,20.0,46.0,1.0,29.0,99.0,0.313,0.486,0.799,120.0,135.0,0.0,0.0,*65/HD
Byron Buxton,32.0,MIN,AL,3.0,70.0,315.0,289.0,54.0,78.0,25.0,41.0,7.0,22.0,80.0,0.327,0.585,0.912,146.0,169.0,0.0,1.0,8D
Jake Burger,30.0,TEX,AL,1.8,78.0,314.0,286.0,36.0,73.0,14.0,48.0,1.0,24.0,82.0,0.315,0.451,0.766,122.0,129.0,0.0,2.0,*3/HD
Hunter Goodman,26.0,COL,NL,1.8,75.0,314.0,284.0,48.0,68.0,21.0,39.0,5.0,25.0,104.0,0.309,0.504,0.812,112.0,143.0,0.0,1.0,2D/H
José Ramírez#,33.0,CLE,AL,2.5,72.0,314.0,268.0,42.0,64.0,10.0,33.0,24.0,41.0,44.0,0.339,0.418,0.757,112.0,112.0,0.0,3.0,*5D
TJ Rumfield*,26.0,COL,NL,1.9,78.0,314.0,278.0,35.0,79.0,12.0,43.0,0.0,28.0,47.0,0.36,0.482,0.842,122.0,134.0,0.0,2.0,*3D/H
Randy Arozarena,31.0,SEA,AL,2.5,74.0,313.0,271.0,47.0,77.0,7.0,33.0,19.0,29.0,71.0,0.371,0.435,0.806,131.0,118.0,0.0,3.0,*7/D
Josh Bell#,33.0,MIN,AL,0.1,79.0,313.0,286.0,40.0,70.0,9.0,49.0,1.0,23.0,71.0,0.304,0.392,0.695,91.0,112.0,0.0,2.0,*D3/H
Jazz Chisholm Jr.*,28.0,NYY,AL,1.0,77.0,313.0,276.0,42.0,63.0,12.0,33.0,24.0,34.0,87.0,0.313,0.409,0.723,100.0,113.0,0.0,2.0,*4/HD
Ernie Clement,30.0,TOR,AL,1.0,78.0,311.0,299.0,36.0,88.0,7.0,28.0,2.0,10.0,32.0,0.315,0.438,0.753,103.0,131.0,0.0,2.0,*46/5H
Spencer Torkelson,26.0,DET,AL,-0.4,80.0,310.0,268.0,30.0,56.0,12.0,31.0,0.0,35.0,101.0,0.307,0.407,0.714,96.0,109.0,0.0,2.0,*3/H
Alec Bohm,29.0,PHI,NL,-0.3,77.0,309.0,282.0,24.0,63.0,9.0,42.0,1.0,20.0,44.0,0.278,0.355,0.633,71.0,100.0,0.0,4.0,*5/3H
Dillon Dingler,27.0,DET,AL,2.9,74.0,309.0,276.0,42.0,74.0,19.0,57.0,0.0,23.0,65.0,0.336,0.543,0.879,139.0,150.0,0.0,2.0,*2D/H
Brooks Lee#,25.0,MIN,AL,0.5,78.0,309.0,283.0,38.0,68.0,13.0,45.0,4.0,22.0,48.0,0.299,0.431,0.73,99.0,122.0,1.0,1.0,65/H
Cam Smith,23.0,HOU,AL,1.1,81.0,307.0,271.0,31.0,60.0,8.0,28.0,9.0,28.0,79.0,0.301,0.362,0.662,84.0,98.0,0.0,3.0,*9/H
Nick Gonzales,27.0,PIT,NL,0.9,75.0,305.0,283.0,42.0,84.0,3.0,35.0,4.0,16.0,55.0,0.344,0.375,0.719,99.0,106.0,0.0,1.0,*54/6H
Casey Schmitt,27.0,SFG,NL,1.4,72.0,305.0,289.0,35.0,85.0,16.0,42.0,7.0,7.0,60.0,0.321,0.519,0.84,136.0,150.0,0.0,3.0,7D3/465
Chandler Simpson*,25.0,TBR,AL,0.6,76.0,303.0,280.0,33.0,74.0,0.0,16.0,19.0,17.0,31.0,0.304,0.314,0.619,72.0,88.0,4.0,2.0,*7/H8
Mauricio Dubón,31.0,ATL,NL,1.8,75.0,302.0,280.0,32.0,74.0,8.0,43.0,1.0,19.0,44.0,0.316,0.418,0.733,106.0,117.0,0.0,0.0,678/5HD
Luke Keaschall,23.0,MIN,AL,0.2,76.0,302.0,265.0,38.0,66.0,2.0,24.0,11.0,29.0,47.0,0.331,0.325,0.656,83.0,86.0,0.0,3.0,*4/H9
Spencer Steer,28.0,CIN,NL,0.0,76.0,301.0,267.0,45.0,64.0,13.0,33.0,3.0,29.0,68.0,0.319,0.434,0.753,105.0,116.0,0.0,2.0,3794/H5D
Xander Bogaerts,33.0,SDP,NL,1.2,75.0,299.0,261.0,32.0,60.0,8.0,30.0,10.0,33.0,55.0,0.321,0.337,0.658,85.0,88.0,0.0,2.0,*6
Steven Kwan*,28.0,CLE,AL,0.8,73.0,299.0,251.0,32.0,53.0,1.0,13.0,3.0,39.0,32.0,0.322,0.259,0.581,67.0,65.0,3.0,2.0,*87/H
Ceddanne Rafaela,25.0,BOS,AL,3.7,75.0,299.0,277.0,33.0,79.0,7.0,35.0,10.0,15.0,61.0,0.336,0.448,0.783,120.0,124.0,1.0,0.0,*8/H
Dansby Swanson,32.0,CHC,NL,2.3,77.0,299.0,256.0,48.0,51.0,11.0,46.0,10.0,37.0,71.0,0.299,0.379,0.678,93.0,97.0,1.0,4.0,*6/DH
Brandon Marsh*,28.0,PHI,NL,2.1,76.0,297.0,278.0,46.0,90.0,12.0,41.0,8.0,14.0,74.0,0.357,0.518,0.875,135.0,144.0,0.0,3.0,*789/H
Masyn Winn,24.0,STL,NL,1.2,70.0,297.0,261.0,32.0,64.0,3.0,31.0,6.0,25.0,58.0,0.32,0.337,0.657,87.0,88.0,0.0,5.0,*6
Brayan Rocchio#,25.0,CLE,AL,2.2,78.0,296.0,260.0,31.0,70.0,5.0,33.0,12.0,24.0,40.0,0.344,0.388,0.732,106.0,101.0,2.0,3.0,*64
Spencer Horwitz*,28.0,PIT,NL,1.2,74.0,295.0,246.0,36.0,69.0,10.0,33.0,1.0,40.0,40.0,0.386,0.455,0.842,131.0,112.0,0.0,4.0,*3/HD
Maikel Garcia,26.0,KCR,AL,1.7,69.0,294.0,268.0,32.0,70.0,3.0,30.0,5.0,24.0,45.0,0.32,0.373,0.693,96.0,100.0,0.0,2.0,*5/6HD
Jung Hoo Lee*,27.0,SFG,NL,1.5,72.0,293.0,274.0,41.0,91.0,5.0,30.0,5.0,13.0,27.0,0.365,0.478,0.843,140.0,131.0,0.0,3.0,*98/H
Vinnie Pasquantino*,28.0,KCR,AL,0.3,68.0,291.0,254.0,28.0,57.0,6.0,32.0,3.0,32.0,51.0,0.309,0.35,0.66,87.0,89.0,0.0,4.0,*3/H
Jac Caglianone*,23.0,KCR,AL,2.1,76.0,289.0,261.0,39.0,70.0,14.0,30.0,3.0,24.0,87.0,0.339,0.483,0.822,130.0,126.0,0.0,0.0,*93/DH
Nolan Arenado,35.0,ARI,NL,1.1,75.0,288.0,256.0,34.0,61.0,8.0,33.0,3.0,23.0,58.0,0.313,0.387,0.699,93.0,99.0,0.0,3.0,*5/DH
Liam Hicks*,27.0,MIA,NL,2.1,73.0,288.0,248.0,40.0,69.0,13.0,53.0,1.0,29.0,28.0,0.359,0.472,0.831,134.0,117.0,1.0,5.0,2D3H
Matt McLain,26.0,CIN,NL,0.2,75.0,288.0,250.0,31.0,50.0,8.0,25.0,11.0,34.0,75.0,0.303,0.348,0.651,79.0,87.0,1.0,0.0,*46/H
Carter Jensen*,22.0,KCR,AL,0.9,75.0,287.0,254.0,39.0,62.0,11.0,42.0,1.0,27.0,76.0,0.314,0.437,0.751,110.0,111.0,0.0,5.0,2D/H
Bryson Stott*,28.0,PHI,NL,0.3,75.0,286.0,261.0,30.0,62.0,7.0,40.0,15.0,20.0,49.0,0.296,0.398,0.694,87.0,104.0,2.0,1.0,*4/H
Ezequiel Tovar,24.0,COL,NL,-0.5,75.0,284.0,264.0,24.0,55.0,6.0,25.0,4.0,15.0,81.0,0.254,0.33,0.583,54.0,87.0,0.0,3.0,*6/H
Oneil Cruz*,27.0,PIT,NL,1.2,64.0,283.0,250.0,45.0,66.0,14.0,44.0,21.0,30.0,98.0,0.35,0.472,0.822,124.0,118.0,0.0,0.0,*8/DH
Max Muncy*,35.0,LAD,NL,3.2,75.0,282.0,244.0,47.0,65.0,16.0,34.0,1.0,35.0,68.0,0.365,0.508,0.873,142.0,124.0,0.0,0.0,*5/H
Michael Harris II*,25.0,ATL,NL,2.5,73.0,279.0,265.0,37.0,81.0,14.0,42.0,4.0,12.0,57.0,0.337,0.513,0.85,136.0,136.0,0.0,1.0,*8/HD7
Jake Bauers*,30.0,MIL,NL,1.5,69.0,276.0,236.0,45.0,64.0,14.0,48.0,5.0,37.0,69.0,0.377,0.508,0.885,143.0,120.0,0.0,0.0,*37/9HD
Seiya Suzuki,31.0,CHC,NL,2.3,65.0,275.0,240.0,36.0,62.0,10.0,31.0,0.0,31.0,74.0,0.349,0.425,0.774,121.0,102.0,0.0,1.0,9D/H
Andrés Giménez*,27.0,TOR,AL,0.5,77.0,272.0,251.0,22.0,58.0,7.0,33.0,10.0,8.0,53.0,0.274,0.371,0.645,74.0,93.0,2.0,3.0,*6/H
Troy Johnston*,29.0,COL,NL,0.2,73.0,271.0,242.0,30.0,76.0,3.0,35.0,4.0,22.0,47.0,0.378,0.442,0.82,118.0,107.0,1.0,2.0,973D/H
Willi Castro#,29.0,COL,NL,1.2,69.0,270.0,241.0,36.0,68.0,6.0,33.0,6.0,25.0,68.0,0.356,0.411,0.766,104.0,99.0,0.0,1.0,4563/7H8
Chase DeLauter*,24.0,CLE,AL,0.6,66.0,270.0,240.0,24.0,63.0,7.0,34.0,2.0,28.0,36.0,0.337,0.408,0.745,109.0,98.0,0.0,2.0,9D/H
Ryan O'Hearn*,32.0,PIT,NL,0.3,66.0,270.0,246.0,35.0,70.0,11.0,45.0,1.0,20.0,60.0,0.341,0.463,0.804,119.0,114.0,0.0,2.0,93D/H
Isaac Collins#,28.0,KCR,AL,-0.4,72.0,269.0,227.0,28.0,51.0,3.0,23.0,4.0,33.0,65.0,0.333,0.313,0.646,85.0,71.0,2.0,2.0,*7/H4D
J.P. Crawford*,31.0,SEA,AL,0.7,64.0,268.0,224.0,33.0,50.0,10.0,24.0,1.0,38.0,50.0,0.347,0.379,0.726,109.0,85.0,0.0,1.0,6/5HD
Kody Clemens*,30.0,MIN,AL,1.3,68.0,266.0,241.0,32.0,58.0,11.0,30.0,6.0,18.0,58.0,0.307,0.461,0.767,109.0,111.0,2.0,0.0,379/84H
Elly De La Cruz#,24.0,CIN,NL,2.2,60.0,266.0,239.0,41.0,66.0,12.0,37.0,10.0,24.0,78.0,0.346,0.498,0.844,128.0,119.0,0.0,1.0,*6/D
Brett Baty*,26.0,NYM,NL,0.0,77.0,265.0,235.0,26.0,51.0,3.0,26.0,3.0,24.0,75.0,0.295,0.302,0.598,68.0,71.0,0.0,2.0,593/H4D6
Ezequiel Durán,27.0,TEX,AL,1.5,72.0,265.0,241.0,32.0,63.0,6.0,40.0,5.0,20.0,64.0,0.318,0.415,0.733,113.0,100.0,1.0,2.0,6475/9H38
Cedric Mullins*,31.0,TBR,AL,-0.1,68.0,265.0,230.0,26.0,47.0,6.0,22.0,13.0,23.0,52.0,0.29,0.309,0.598,66.0,71.0,4.0,1.0,*8/H
Nasim Nuñez#,25.0,WSN,NL,1.6,76.0,265.0,229.0,31.0,55.0,0.0,27.0,31.0,28.0,60.0,0.324,0.284,0.608,74.0,65.0,6.0,1.0,*46/HD
Nolan Schanuel*,24.0,LAA,AL,1.1,64.0,265.0,237.0,28.0,62.0,6.0,30.0,0.0,21.0,40.0,0.332,0.392,0.724,104.0,93.0,0.0,2.0,*3/H
Trent Grisham*,29.0,NYY,AL,0.9,66.0,264.0,224.0,40.0,52.0,8.0,35.0,6.0,38.0,42.0,0.341,0.406,0.747,108.0,91.0,0.0,2.0,*8/H
Juan Soto*,27.0,NYM,NL,2.3,62.0,264.0,224.0,36.0,67.0,17.0,38.0,6.0,38.0,34.0,0.399,0.567,0.966,167.0,127.0,0.0,1.0,7D
Ildemaro Vargas#,34.0,ARI,NL,1.2,70.0,264.0,245.0,38.0,64.0,7.0,44.0,1.0,14.0,24.0,0.305,0.408,0.714,96.0,100.0,1.0,1.0,34/H5D716
Sal Frelick*,26.0,MIL,NL,-0.4,73.0,262.0,228.0,28.0,53.0,3.0,29.0,5.0,23.0,25.0,0.302,0.32,0.622,73.0,73.0,1.0,3.0,*9H/D
George Springer,36.0,TOR,AL,-0.1,59.0,262.0,228.0,26.0,50.0,8.0,21.0,6.0,27.0,50.0,0.309,0.373,0.682,85.0,85.0,0.0,1.0,*D/H
Aaron Judge,34.0,NYY,AL,2.1,59.0,261.0,214.0,43.0,53.0,17.0,38.0,5.0,42.0,72.0,0.375,0.533,0.907,150.0,114.0,0.0,1.0,9/D
Jeff McNeil*,34.0,ATH,AL,-0.2,74.0,260.0,232.0,21.0,55.0,3.0,20.0,1.0,21.0,35.0,0.309,0.319,0.628,72.0,74.0,1.0,2.0,*4/H395
Jacob Young,26.0,WSN,NL,0.8,77.0,260.0,243.0,31.0,55.0,8.0,30.0,8.0,12.0,49.0,0.274,0.374,0.649,81.0,91.0,1.0,0.0,*8/HD
