game_date,game_pk,player_name,batter,plate_appearances,hits,starting_pitcher_id,starting_pitcher_hand,starting_pitcher_rest_days,batter_rest_days,hits_vs_L,hits_vs_R,pas_vs_L,pas_vs_R
2026-03-26,823649,"Cruz, Oneil",665833,5,1,642547,R,,,0,1,0,5
2026-03-26,823649,"Davis, Henry",680779,4,1,642547,R,,,0,1,0,4
2026-03-26,823649,"Gonzales, Nick",693304,4,2,642547,R,,,0,2,0,4
2026-03-26,823649,"Horwitz, Spencer",687462,4,0,642547,R,,,0,0,0,4
2026-03-26,823649,"Lowe, Brandon",664040,4,2,642547,R,,,0,2,0,4
2026-03-26,823649,"O'Hearn, Ryan",656811,4,2,642547,R,,,0,2,0,4
2026-03-28,823651,"Cruz, Oneil",665833,1,0,642207,R,,2.0,0,0,0,1
2026-03-28,823651,"Davis, Henry",680779,1,0,472610,R,2.0,2.0,0,0,0,1
2026-03-28,823651,"Gonzales, Nick",693304,6,2,656849,L,2.0,2.0,1,1,5,1
2026-03-28,823651,"Lowe, Brandon",664040,5,1,656849,L,2.0,2.0,0,1,4,1
2026-03-28,823651,"Mangum, Jake",663968,5,2,656849,L,2.0,,1,1,2,3
2026-03-28,823651,"O'Hearn, Ryan",656811,6,1,656849,L,,2.0,1,0,4,2
2026-03-29,823647,"Cruz, Oneil",665833,5,1,690997,R,1.0,1.0,1,0,1,4
2026-03-29,823647,"Davis, Henry",680779,5,1,690997,R,1.0,1.0,1,0,1,4
2026-03-29,823647,"Gonzales, Nick",693304,5,0,690997,R,1.0,1.0,0,0,2,3
2026-03-29,823647,"Horwitz, Spencer",687462,3,0,690997,R,1.0,3.0,0,0,0,3
2026-03-29,823647,"Lowe, Brandon",664040,5,2,690997,R,1.0,1.0,0,2,1,4
2026-03-29,823647,"Mangum, Jake",663968,5,0,690997,R,1.0,1.0,0,0,1,4
2026-03-29,823647,"O'Hearn, Ryan",656811,5,3,690997,R,1.0,1.0,1,2,2,3
2026-03-30,824539,"Cruz, Oneil",665833,4,0,695505,R,2.0,1.0,0,0,0,4
2026-03-30,824539,"Davis, Henry",680779,3,0,695505,R,2.0,1.0,0,0,0,3
2026-03-30,824539,"Gonzales, Nick",693304,4,1,695505,R,2.0,1.0,0,1,0,4
2026-03-30,824539,"Horwitz, Spencer",687462,4,1,695505,R,2.0,1.0,0,1,0,4
2026-03-30,824539,"Lowe, Brandon",664040,4,1,695505,R,2.0,1.0,0,1,0,4
2026-03-30,824539,"O'Hearn, Ryan",656811,4,1,695505,R,2.0,1.0,0,1,0,4
2026-03-31,824537,"Cruz, Oneil",665833,4,3,682227,L,2.0,1.0,2,1,3,1
2026-03-31,824537,"Gonzales, Nick",693304,4,2,682227,L,2.0,1.0,1,1,3,1
2026-03-31,824537,"Horwitz, Spencer",687462,1,0,572955,R,2.0,1.0,0,0,0,1
2026-03-31,824537,"Lowe, Brandon",664040,4,0,682227,L,3.0,1.0,0,0,4,0
2026-03-31,824537,"Mangum, Jake",663968,5,1,682227,L,2.0,2.0,1,0,4,1
2026-03-31,824537,"O'Hearn, Ryan",656811,4,1,682227,L,2.0,1.0,1,0,4,0
2026-04-01,824536,"Cruz, Oneil",665833,5,2,671096,L,6.0,1.0,2,0,3,2
2026-04-01,824536,"Davis, Henry",680779,4,0,671096,L,6.0,2.0,0,0,2,2
2026-04-01,824536,"Gonzales, Nick",693304,5,2,671096,L,6.0,1.0,0,2,3,2
2026-04-01,824536,"Horwitz, Spencer",687462,4,1,671096,L,6.0,1.0,0,1,2,2
2026-04-01,824536,"Mangum, Jake",663968,5,0,671096,L,6.0,1.0,0,0,3,2
2026-04-03,823406,"Cruz, Oneil",665833,4,1,680694,R,6.0,2.0,0,1,0,4
2026-04-03,823406,"Davis, Henry",680779,3,1,680694,R,6.0,2.0,0,1,0,3
2026-04-03,823406,"Griffin, Konnor",804606,4,1,680694,R,6.0,,0,1,1,3
2026-04-03,823406,"Horwitz, Spencer",687462,4,0,680694,R,6.0,2.0,0,0,1,3
2026-04-03,823406,"Lowe, Brandon",664040,4,1,680694,R,6.0,3.0,0,1,1,3
2026-04-03,823406,"O'Hearn, Ryan",656811,4,0,680694,R,6.0,3.0,0,0,1,3
2026-04-04,823404,"Cruz, Oneil",665833,5,1,669358,R,6.0,1.0,1,0,1,4
2026-04-04,823404,"Gonzales, Nick",693304,4,0,669358,R,6.0,3.0,0,0,0,4
2026-04-04,823404,"Griffin, Konnor",804606,4,0,669358,R,6.0,1.0,0,0,0,4
2026-04-04,823404,"Horwitz, Spencer",687462,4,1,669358,R,6.0,1.0,0,1,0,4
2026-04-04,823404,"Lowe, Brandon",664040,5,0,669358,R,6.0,1.0,0,0,1,4
2026-04-04,823404,"Mangum, Jake",663968,1,0,689296,R,4.0,3.0,0,0,0,1
2026-04-04,823404,"O'Hearn, Ryan",656811,5,1,669358,R,6.0,1.0,0,1,1,4
2026-04-05,823405,"Cruz, Oneil",665833,5,2,700249,L,6.0,1.0,1,1,3,2
2026-04-05,823405,"Davis, Henry",680779,4,1,700249,L,6.0,2.0,0,1,3,1
2026-04-05,823405,"Griffin, Konnor",804606,4,0,700249,L,6.0,1.0,0,0,2,2
2026-04-05,823405,"Horwitz, Spencer",687462,4,1,700249,L,6.0,1.0,1,0,3,1
2026-04-05,823405,"Lowe, Brandon",664040,5,1,700249,L,6.0,1.0,1,0,3,2
2026-04-05,823405,"Mangum, Jake",663968,4,2,700249,L,6.0,1.0,1,1,3,1
2026-04-05,823405,"O'Hearn, Ryan",656811,5,2,700249,L,6.0,1.0,0,2,2,3
2026-04-06,823401,"Cruz, Oneil",665833,4,1,608566,R,6.0,1.0,0,1,0,4
2026-04-06,823401,"Davis, Henry",680779,3,0,608566,R,6.0,1.0,0,0,0,3
2026-04-06,823401,"Gonzales, Nick",693304,4,1,608566,R,6.0,2.0,0,1,0,4
2026-04-06,823401,"Griffin, Konnor",804606,4,0,608566,R,6.0,1.0,0,0,0,4
2026-04-06,823401,"Horwitz, Spencer",687462,4,2,608566,R,6.0,1.0,0,2,0,4
2026-04-06,823401,"Lowe, Brandon",664040,4,1,608566,R,6.0,1.0,0,1,0,4
2026-04-06,823401,"Mangum, Jake",663968,1,0,688158,R,6.0,1.0,0,0,0,1
2026-04-06,823401,"O'Hearn, Ryan",656811,4,1,608566,R,6.0,1.0,0,1,0,4
2026-04-07,823402,"Cruz, Oneil",665833,5,1,601713,R,6.0,1.0,0,1,1,4
2026-04-07,823402,"Davis, Henry",680779,4,2,601713,R,6.0,1.0,1,1,1,3
2026-04-07,823402,"Gonzales, Nick",693304,4,1,601713,R,6.0,1.0,1,0,1,3
2026-04-07,823402,"Griffin, Konnor",804606,4,2,601713,R,6.0,1.0,1,1,2,2
2026-04-07,823402,"Horwitz, Spencer",687462,3,1,601713,R,6.0,1.0,0,1,1,2
2026-04-07,823402,"Lowe, Brandon",664040,4,0,601713,R,6.0,1.0,0,0,1,3
2026-04-07,823402,"Mangum, Jake",663968,1,1,670970,L,3.0,1.0,1,0,1,0
2026-04-07,823402,"O'Hearn, Ryan",656811,4,2,601713,R,6.0,1.0,1,1,1,3
2026-04-08,823403,"Cruz, Oneil",665833,4,1,650633,R,5.0,1.0,0,1,1,3
2026-04-08,823403,"Gonzales, Nick",693304,4,1,650633,R,5.0,1.0,0,1,0,4
2026-04-08,823403,"Griffin, Konnor",804606,2,0,695243,R,3.0,1.0,0,0,1,1
2026-04-08,823403,"Horwitz, Spencer",687462,2,0,650633,R,5.0,1.0,0,0,0,2
2026-04-08,823403,"Lowe, Brandon",664040,4,0,650633,R,5.0,1.0,0,0,1,3
2026-04-08,823403,"Mangum, Jake",663968,4,0,650633,R,5.0,1.0,0,0,1,3
2026-04-08,823403,"O'Hearn, Ryan",656811,4,0,650633,R,5.0,1.0,0,0,0,4
2026-04-10,824695,"Cruz, Oneil",665833,3,1,684007,L,5.0,2.0,1,0,3,0
2026-04-10,824695,"Gonzales, Nick",693304,3,0,684007,L,5.0,2.0,0,0,3,0
2026-04-10,824695,"Griffin, Konnor",804606,3,0,684007,L,5.0,2.0,0,0,2,1
2026-04-10,824695,"O'Hearn, Ryan",656811,4,1,684007,L,5.0,2.0,1,0,4,0
2026-04-11,824697,"Cruz, Oneil",665833,6,4,665795,R,6.0,1.0,0,4,2,4
2026-04-11,824697,"Davis, Henry",680779,4,0,665795,R,6.0,4.0,0,0,0,4
2026-04-11,824697,"Gonzales, Nick",693304,1,0,694037,R,6.0,1.0,0,0,0,1
2026-04-11,824697,"Griffin, Konnor",804606,5,1,665795,R,6.0,1.0,0,1,1,4
2026-04-11,824697,"Horwitz, Spencer",687462,4,1,665795,R,6.0,3.0,0,1,0,4
2026-04-11,824697,"Lowe, Brandon",664040,6,0,665795,R,6.0,3.0,0,0,2,4
2026-04-11,824697,"Mangum, Jake",663968,1,0,573204,L,1.0,3.0,0,0,1,0
2026-04-11,824697,"O'Hearn, Ryan",656811,5,0,665795,R,6.0,1.0,0,0,0,5
2026-04-12,824696,"Cruz, Oneil",665833,5,1,592791,R,6.0,1.0,0,1,1,4
2026-04-12,824696,"Griffin, Konnor",804606,4,0,592791,R,6.0,1.0,0,0,0,4
2026-04-12,824696,"Horwitz, Spencer",687462,4,0,592791,R,6.0,1.0,0,0,0,4
2026-04-12,824696,"Lowe, Brandon",664040,5,2,592791,R,6.0,1.0,0,2,1,4
2026-04-12,824696,"O'Hearn, Ryan",656811,4,2,592791,R,6.0,1.0,1,1,1,3
2026-04-13,823400,"Cruz, Oneil",665833,5,2,676917,R,6.0,1.0,0,2,0,5
2026-04-13,823400,"Davis, Henry",680779,5,2,676917,R,6.0,2.0,0,2,0,5
2026-04-13,823400,"Gonzales, Nick",693304,1,0,686894,R,,2.0,0,0,0,1
2026-04-13,823400,"Griffin, Konnor",804606,5,1,671131,R,6.0,1.0,0,1,0,5
2026-04-13,823400,"Horwitz, Spencer",687462,5,2,671131,R,6.0,1.0,0,2,0,5
2026-04-13,823400,"Lowe, Brandon",664040,6,3,676917,R,6.0,1.0,0,3,0,6
2026-04-13,823400,"Mangum, Jake",663968,5,1,676917,R,6.0,2.0,0,1,0,5
2026-04-13,823400,"O'Hearn, Ryan",656811,5,1,687606,R,3.0,1.0,0,1,0,5
2026-04-14,823398,"Cruz, Oneil",665833,5,0,680730,L,6.0,1.0,0,0,3,2
2026-04-14,823398,"Gonzales, Nick",693304,4,0,571945,R,6.0,1.0,0,0,1,3
2026-04-14,823398,"Griffin, Konnor",804606,4,2,571945,R,6.0,1.0,1,1,1,3
2026-04-14,823398,"Horwitz, Spencer",687462,2,0,571945,R,6.0,1.0,0,0,0,2
2026-04-14,823398,"Lowe, Brandon",664040,3,1,571945,R,6.0,1.0,1,0,2,1
2026-04-14,823398,"Mangum, Jake",663968,2,1,680730,L,2.0,1.0,1,0,1,1
2026-04-14,823398,"O'Hearn, Ryan",656811,4,0,571945,R,6.0,1.0,0,0,3,1
2026-04-15,823399,"Cruz, Oneil",665833,4,0,663623,R,5.0,1.0,0,0,0,4
2026-04-15,823399,"Davis, Henry",680779,3,0,663623,R,5.0,2.0,0,0,0,3
2026-04-15,823399,"Gonzales, Nick",693304,4,1,663623,R,5.0,1.0,0,1,0,4
2026-04-15,823399,"Horwitz, Spencer",687462,3,0,663623,R,5.0,1.0,0,0,0,3
2026-04-15,823399,"Lowe, Brandon",664040,4,0,663623,R,5.0,1.0,0,0,0,4
2026-04-15,823399,"O'Hearn, Ryan",656811,4,3,663623,R,5.0,1.0,0,3,0,4
2026-04-16,823396,"Cruz, Oneil",665833,5,2,656492,L,5.0,1.0,2,0,4,1
2026-04-16,823396,"Gonzales, Nick",693304,4,2,656492,L,5.0,1.0,2,0,4,0
2026-04-16,823396,"Griffin, Konnor",804606,5,2,656492,L,5.0,2.0,0,2,3,2
2026-04-16,823396,"Horwitz, Spencer",687462,1,0,687606,R,3.0,1.0,0,0,0,1
2026-04-16,823396,"Lowe, Brandon",664040,5,2,656492,L,5.0,1.0,1,1,4,1
2026-04-16,823396,"Mangum, Jake",663968,6,3,656492,L,5.0,2.0,3,0,4,2
2026-04-16,823396,"O'Hearn, Ryan",656811,1,0,690925,R,2.0,1.0,0,0,0,1
2026-04-17,823397,"Cruz, Oneil",665833,5,1,607259,R,6.0,1.0,0,1,0,5
2026-04-17,823397,"Davis, Henry",680779,4,0,607259,R,6.0,2.0,0,0,0,4
2026-04-17,823397,"Gonzales, Nick",693304,4,0,607259,R,6.0,1.0,0,0,0,4
2026-04-17,823397,"Griffin, Konnor",804606,4,1,607259,R,6.0,1.0,0,1,0,4
2026-04-17,823397,"Horwitz, Spencer",687462,4,3,607259,R,6.0,1.0,0,3,0,4
2026-04-17,823397,"Lowe, Brandon",664040,5,3,607259,R,6.0,1.0,0,3,0,5
2026-04-17,823397,"O'Hearn, Ryan",656811,4,0,607259,R,6.0,1.0,0,0,0,4
2026-04-18,823394,"Cruz, Oneil",665833,6,1,656876,R,6.0,1.0,1,0,1,5
2026-04-18,823394,"Davis, Henry",680779,4,0,656876,R,6.0,1.0,0,0,0,4
2026-04-18,823394,"Gonzales, Nick",693304,1,0,687330,R,2.0,1.0,0,0,0,1
2026-04-18,823394,"Griffin, Konnor",804606,6,1,656876,R,6.0,1.0,0,1,0,6
2026-04-18,823394,"Horwitz, Spencer",687462,6,0,641329,R,2.0,1.0,0,0,1,5
2026-04-18,823394,"Lowe, Brandon",664040,6,0,656876,R,6.0,1.0,0,0,1,5
2026-04-18,823394,"Mangum, Jake",663968,2,0,643377,R,1.0,2.0,0,0,0,2
2026-04-18,823394,"O'Hearn, Ryan",656811,4,2,656876,R,6.0,1.0,0,2,1,3
2026-04-19,823393,"Cruz, Oneil",665833,4,0,663556,L,5.0,1.0,0,0,3,1
2026-04-19,823393,"Gonzales, Nick",693304,4,2,663556,L,5.0,1.0,2,0,3,1
2026-04-19,823393,"Griffin, Konnor",804606,4,1,663556,L,5.0,1.0,1,0,3,1
2026-04-19,823393,"Horwitz, Spencer",687462,2,1,669438,R,1.0,1.0,0,1,1,1
2026-04-19,823393,"Mangum, Jake",663968,5,2,663556,L,5.0,1.0,2,0,4,1
2026-04-21,822914,"Cruz, Oneil",665833,4,1,677958,R,6.0,2.0,0,1,1,3
2026-04-21,822914,"Davis, Henry",680779,3,0,677958,R,6.0,3.0,0,0,0,3
2026-04-21,822914,"Gonzales, Nick",693304,4,2,677958,R,6.0,2.0,0,2,0,4
2026-04-21,822914,"Griffin, Konnor",804606,3,0,677958,R,6.0,2.0,0,0,0,3
2026-04-21,822914,"Mangum, Jake",663968,4,2,677958,R,6.0,2.0,0,2,0,4
2026-04-21,822914,"O'Hearn, Ryan",656811,4,1,677958,R,6.0,3.0,0,1,1,3
2026-04-22,822913,"Cruz, Oneil",665833,5,1,683004,R,6.0,1.0,1,0,2,3
2026-04-22,822913,"Davis, Henry",680779,3,0,683004,R,6.0,1.0,0,0,1,2
2026-04-22,822913,"Gonzales, Nick",693304,4,1,683004,R,6.0,1.0,0,1,1,3
2026-04-22,822913,"Griffin, Konnor",804606,4,0,683004,R,6.0,1.0,0,0,1,3
2026-04-22,822913,"Horwitz, Spencer",687462,4,2,683004,R,6.0,3.0,0,2,1,3
2026-04-22,822913,"Lowe, Brandon",664040,5,1,683004,R,6.0,4.0,0,1,2,3
2026-04-22,822913,"Mangum, Jake",663968,1,0,668390,R,1.0,1.0,0,0,0,1
2026-04-22,822913,"O'Hearn, Ryan",656811,4,1,683004,R,6.0,1.0,1,0,1,3
2026-04-23,822912,"Cruz, Oneil",665833,4,1,594798,R,6.0,1.0,0,1,1,3
2026-04-23,822912,"Gonzales, Nick",693304,4,2,594798,R,6.0,1.0,0,2,0,4
2026-04-23,822912,"Griffin, Konnor",804606,4,0,594798,R,6.0,1.0,0,0,0,4
2026-04-23,822912,"Horwitz, Spencer",687462,4,0,594798,R,6.0,1.0,0,0,0,4
2026-04-23,822912,"Lowe, Brandon",664040,4,0,594798,R,6.0,1.0,0,0,1,3
2026-04-23,822912,"O'Hearn, Ryan",656811,4,1,594798,R,6.0,1.0,0,1,0,4
2026-04-24,823800,"Cruz, Oneil",665833,5,0,605540,R,6.0,1.0,0,0,2,3
2026-04-24,823800,"Davis, Henry",680779,4,1,605540,R,6.0,2.0,0,1,2,2
2026-04-24,823800,"Gonzales, Nick",693304,4,1,605540,R,6.0,1.0,0,1,2,2
2026-04-24,823800,"Griffin, Konnor",804606,4,3,605540,R,6.0,1.0,1,2,2,2
2026-04-24,823800,"Horwitz, Spencer",687462,4,1,605540,R,6.0,1.0,1,0,2,2
2026-04-24,823800,"Lowe, Brandon",664040,5,1,605540,R,6.0,1.0,0,1,2,3
2026-04-24,823800,"O'Hearn, Ryan",656811,4,2,605540,R,6.0,1.0,2,0,2,2
2026-04-25,823799,"Cruz, Oneil",665833,5,0,694819,R,6.0,1.0,0,0,2,3
2026-04-25,823799,"Davis, Henry",680779,4,0,694819,R,6.0,1.0,0,0,1,3
2026-04-25,823799,"Gonzales, Nick",693304,5,3,694819,R,6.0,1.0,0,3,1,4
2026-04-25,823799,"Griffin, Konnor",804606,4,2,694819,R,6.0,1.0,0,2,0,4
2026-04-25,823799,"Horwitz, Spencer",687462,5,1,694819,R,6.0,1.0,0,1,1,4
2026-04-25,823799,"Lowe, Brandon",664040,4,1,694819,R,6.0,1.0,1,0,1,3
2026-04-25,823799,"Mangum, Jake",663968,4,0,694819,R,6.0,3.0,0,0,0,4
2026-04-25,823799,"O'Hearn, Ryan",656811,5,1,694819,R,6.0,1.0,0,1,2,3
2026-04-26,823797,"Gonzales, Nick",693304,4,1,690986,L,5.0,1.0,0,1,3,1
2026-04-26,823797,"Griffin, Konnor",804606,3,0,690986,L,5.0,1.0,0,0,3,0
2026-04-26,823797,"Horwitz, Spencer",687462,1,0,682842,R,1.0,1.0,0,0,0,1
2026-04-26,823797,"Mangum, Jake",663968,4,0,690986,L,5.0,1.0,0,0,4,0
2026-04-26,823797,"O'Hearn, Ryan",656811,4,0,690986,L,5.0,1.0,0,0,2,2
2026-04-27,823395,"Davis, Henry",680779,3,1,669160,R,6.0,2.0,0,1,0,3
2026-04-27,823395,"Gonzales, Nick",693304,4,3,669160,R,6.0,1.0,0,3,0,4
2026-04-27,823395,"Griffin, Konnor",804606,5,0,669160,R,6.0,1.0,0,0,0,5
2026-04-27,823395,"Horwitz, Spencer",687462,4,1,669160,R,6.0,1.0,0,1,0,4
2026-04-27,823395,"Lowe, Brandon",664040,4,0,669160,R,6.0,2.0,0,0,0,4
2026-04-27,823395,"Mangum, Jake",663968,3,2,669160,R,6.0,1.0,0,2,0,3
2026-04-27,823395,"O'Hearn, Ryan",656811,4,1,669160,R,6.0,1.0,0,1,0,4
2026-04-28,823390,"Cruz, Oneil",665833,5,2,681517,R,6.0,3.0,1,1,1,4
2026-04-28,823390,"Davis, Henry",680779,3,0,681517,R,6.0,1.0,0,0,0,3
2026-04-28,823390,"Gonzales, Nick",693304,4,2,681517,R,6.0,1.0,1,1,1,3
2026-04-28,823390,"Griffin, Konnor",804606,4,2,681517,R,6.0,1.0,0,2,0,4
2026-04-28,823390,"Horwitz, Spencer",687462,4,1,681517,R,6.0,1.0,0,1,1,3
2026-04-28,823390,"Lowe, Brandon",664040,3,1,681517,R,6.0,1.0,0,1,0,3
2026-04-28,823390,"Mangum, Jake",663968,4,1,681517,R,6.0,1.0,0,1,0,4
2026-04-28,823390,"O'Hearn, Ryan",656811,4,2,681517,R,6.0,1.0,1,1,1,3
2026-04-29,823392,"Cruz, Oneil",665833,5,0,669467,R,5.0,1.0,0,0,0,5
2026-04-29,823392,"Gonzales, Nick",693304,5,1,669467,R,5.0,1.0,0,1,0,5
2026-04-29,823392,"Griffin, Konnor",804606,4,1,669467,R,5.0,1.0,0,1,0,4
2026-04-29,823392,"Horwitz, Spencer",687462,4,1,669467,R,5.0,1.0,0,1,0,4
2026-04-29,823392,"Lowe, Brandon",664040,3,1,669467,R,5.0,1.0,0,1,0,3
2026-04-29,823392,"Mangum, Jake",663968,1,0,666277,R,2.0,1.0,0,0,0,1
2026-04-29,823392,"O'Hearn, Ryan",656811,5,1,669467,R,5.0,1.0,0,1,1,4
2026-04-30,823391,"Cruz, Oneil",665833,5,1,690928,R,1.0,1.0,0,1,1,4
2026-04-30,823391,"Davis, Henry",680779,3,0,690928,R,2.0,2.0,0,0,0,3
2026-04-30,823391,"Gonzales, Nick",693304,4,0,690928,R,2.0,1.0,0,0,0,4
2026-04-30,823391,"Griffin, Konnor",804606,4,1,690928,R,2.0,1.0,0,1,0,4
2026-04-30,823391,"Horwitz, Spencer",687462,4,0,690928,R,2.0,1.0,0,0,0,4
2026-04-30,823391,"Lowe, Brandon",664040,5,2,690928,R,1.0,1.0,1,1,2,3
2026-04-30,823391,"Mangum, Jake",663968,4,1,690928,R,2.0,1.0,0,1,0,4
2026-04-30,823391,"O'Hearn, Ryan",656811,5,0,690928,R,1.0,1.0,0,0,2,3
2026-05-01,823389,"Cruz, Oneil",665833,5,1,663903,R,6.0,1.0,0,1,1,4
2026-05-01,823389,"Davis, Henry",680779,4,2,663903,R,6.0,1.0,0,2,0,4
2026-05-01,823389,"Gonzales, Nick",693304,5,3,663903,R,6.0,1.0,0,3,0,5
2026-05-01,823389,"Griffin, Konnor",804606,5,1,663903,R,6.0,1.0,0,1,0,5
2026-05-01,823389,"Horwitz, Spencer",687462,5,0,663903,R,6.0,1.0,0,0,0,5
2026-05-01,823389,"Lowe, Brandon",664040,5,0,663903,R,6.0,1.0,0,0,1,4
2026-05-01,823389,"O'Hearn, Ryan",656811,5,2,663903,R,6.0,1.0,0,2,0,5
2026-05-02,823388,"Cruz, Oneil",665833,6,2,695076,R,6.0,1.0,1,1,2,4
2026-05-02,823388,"Davis, Henry",680779,6,0,695076,R,6.0,1.0,0,0,2,4
2026-05-02,823388,"Gonzales, Nick",693304,6,2,656271,L,4.0,1.0,1,1,2,4
2026-05-02,823388,"Griffin, Konnor",804606,6,4,656271,L,4.0,1.0,1,3,2,4
2026-05-02,823388,"Horwitz, Spencer",687462,6,2,594580,L,1.0,1.0,1,1,2,4
2026-05-02,823388,"Lowe, Brandon",664040,5,1,695076,R,6.0,1.0,0,1,2,3
2026-05-02,823388,"Mangum, Jake",663968,1,0,624431,R,1.0,2.0,0,0,0,1
2026-05-02,823388,"O'Hearn, Ryan",656811,5,2,695076,R,6.0,1.0,1,1,2,3
2026-05-03,823387,"Cruz, Oneil",665833,4,2,695505,R,5.0,1.0,0,2,0,4
2026-05-03,823387,"Gonzales, Nick",693304,3,0,695505,R,5.0,1.0,0,0,0,3
2026-05-03,823387,"Griffin, Konnor",804606,3,1,695505,R,5.0,1.0,0,1,0,3
2026-05-03,823387,"Horwitz, Spencer",687462,3,0,695505,R,5.0,1.0,0,0,0,3
2026-05-03,823387,"Lowe, Brandon",664040,4,0,695505,R,5.0,1.0,0,0,0,4
2026-05-03,823387,"Mangum, Jake",663968,1,0,663574,R,3.0,1.0,0,0,0,1
2026-05-03,823387,"O'Hearn, Ryan",656811,3,0,695505,R,5.0,1.0,0,0,0,3
2026-05-05,825092,"Cruz, Oneil",665833,4,0,593958,L,6.0,2.0,0,0,3,1
2026-05-05,825092,"Gonzales, Nick",693304,4,0,593958,L,6.0,2.0,0,0,3,1
2026-05-05,825092,"Griffin, Konnor",804606,3,1,593958,L,6.0,2.0,1,0,3,0
2026-05-05,825092,"Mangum, Jake",663968,3,0,593958,L,6.0,2.0,0,0,3,0
2026-05-05,825092,"O'Hearn, Ryan",656811,3,0,593958,L,6.0,2.0,0,0,3,0
2026-05-06,825091,"Cruz, Oneil",665833,4,0,647336,R,6.0,1.0,0,0,0,4
2026-05-06,825091,"Davis, Henry",680779,4,0,647336,R,6.0,4.0,0,0,0,4
2026-05-06,825091,"Gonzales, Nick",693304,4,0,647336,R,6.0,1.0,0,0,0,4
2026-05-06,825091,"Griffin, Konnor",804606,4,1,647336,R,6.0,1.0,0,1,0,4
2026-05-06,825091,"Horwitz, Spencer",687462,4,1,647336,R,6.0,3.0,0,1,0,4
2026-05-06,825091,"Lowe, Brandon",664040,4,2,647336,R,6.0,3.0,0,2,0,4
2026-05-06,825091,"O'Hearn, Ryan",656811,4,0,647336,R,6.0,1.0,0,0,0,4
2026-05-07,825090,"Cruz, Oneil",665833,5,0,668678,R,6.0,1.0,0,0,0,5
2026-05-07,825090,"Griffin, Konnor",804606,4,0,668678,R,6.0,1.0,0,0,0,4
2026-05-07,825090,"Horwitz, Spencer",687462,4,1,668678,R,6.0,1.0,0,1,0,4
2026-05-07,825090,"Lowe, Brandon",664040,5,3,668678,R,6.0,1.0,1,2,1,4
2026-05-07,825090,"O'Hearn, Ryan",656811,4,1,668678,R,6.0,1.0,0,1,1,3
2026-05-08,823225,"Cruz, Oneil",665833,4,1,592662,L,7.0,1.0,1,0,3,1
2026-05-08,823225,"Gonzales, Nick",693304,4,0,592662,L,7.0,2.0,0,0,4,0
2026-05-08,823225,"Griffin, Konnor",804606,4,1,592662,L,7.0,1.0,1,0,2,2
2026-05-08,823225,"Horwitz, Spencer",687462,1,1,668873,R,4.0,1.0,0,1,0,1
2026-05-08,823225,"Lowe, Brandon",664040,2,0,668873,R,4.0,1.0,0,0,0,2
2026-05-08,823225,"O'Hearn, Ryan",656811,1,0,668873,R,4.0,1.0,0,0,0,1
2026-05-09,823224,"Cruz, Oneil",665833,6,3,694738,R,7.0,1.0,2,1,2,4
2026-05-09,823224,"Gonzales, Nick",693304,6,4,694738,R,7.0,1.0,0,4,0,6
2026-05-09,823224,"Griffin, Konnor",804606,5,1,694738,R,7.0,1.0,0,1,0,5
2026-05-09,823224,"Horwitz, Spencer",687462,5,1,694738,R,7.0,1.0,0,1,0,5
2026-05-09,823224,"Lowe, Brandon",664040,6,2,694738,R,7.0,1.0,0,2,2,4
2026-05-09,823224,"O'Hearn, Ryan",656811,6,2,694738,R,7.0,1.0,0,2,1,5
2026-05-10,823221,"Cruz, Oneil",665833,6,1,641816,R,7.0,1.0,0,1,1,5
2026-05-10,823221,"Davis, Henry",680779,5,1,641816,R,7.0,4.0,0,1,0,5
2026-05-10,823221,"Gonzales, Nick",693304,6,1,641816,R,7.0,1.0,0,1,2,4
2026-05-10,823221,"Griffin, Konnor",804606,6,1,641816,R,7.0,1.0,0,1,1,5
2026-05-10,823221,"Horwitz, Spencer",687462,6,2,641816,R,7.0,1.0,0,2,1,5
2026-05-10,823221,"Lowe, Brandon",664040,6,0,641816,R,7.0,1.0,0,0,2,4
2026-05-10,823221,"O'Hearn, Ryan",656811,6,1,641816,R,7.0,1.0,0,1,1,5
2026-05-12,823385,"Cruz, Oneil",665833,4,3,547179,R,6.0,2.0,0,3,0,4
2026-05-12,823385,"Davis, Henry",680779,4,0,547179,R,6.0,2.0,0,0,0,4
2026-05-12,823385,"Gonzales, Nick",693304,4,2,547179,R,6.0,2.0,0,2,0,4
2026-05-12,823385,"Griffin, Konnor",804606,4,0,547179,R,6.0,2.0,0,0,0,4
2026-05-12,823385,"Horwitz, Spencer",687462,4,2,547179,R,6.0,2.0,0,2,0,4
