Rk,Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards,Player-additional
149,Daulton Varsho*,29,TOR,AL,1.5,68,255,229,31,61,15,2,7,22,7,0,23,50,.266,.337,.441,.778,110,.347,107,101,1,2,0,1,2,*8/HD,,varshda01
150,Kyle Karros,23,COL,NL,0.6,76,254,221,35,55,13,1,4,21,2,0,30,54,.249,.339,.371,.710,89,.326,91,82,2,1,0,2,0,*5/H,,karroky01
151,Kyle Manzardo*,25,CLE,AL,0.7,71,253,219,26,51,7,1,9,27,0,0,28,80,.233,.328,.397,.725,104,.323,103,87,4,4,0,2,0,*3DH,,manzaky01
152,Joc Pederson*,34,TEX,AL,1.3,76,253,214,32,53,7,2,12,28,0,0,32,52,.248,.349,.467,.816,137,.359,138,100,8,3,0,3,1,*DH/39,,pederjo01
153,Leody Taveras#,27,BAL,AL,0.8,70,252,219,30,56,10,5,2,30,9,2,24,60,.256,.331,.374,.705,99,.324,100,82,2,1,7,1,0,*89/H5,,taverle01
154,Drake Baldwin*,25,ATL,NL,1.8,56,249,220,42,59,6,0,14,39,1,1,24,63,.268,.349,.486,.836,134,.365,134,107,7,4,0,1,1,2D/H,,baldwdr01
155,Samuel Basallo*,21,BAL,AL,1.5,68,249,226,29,58,9,1,12,35,0,0,21,65,.257,.317,.465,.782,117,.342,116,105,4,0,0,2,1,2DH/3,,basalsa01
156,Garrett Mitchell*,27,MIL,NL,1.0,68,249,214,32,53,14,2,5,34,6,5,31,85,.248,.347,.402,.749,107,.324,103,86,2,2,1,1,1,*8/HD,,mitchga01
157,Austin Martin,27,MIN,AL,0.9,73,248,211,29,51,11,0,2,17,8,5,31,45,.242,.351,.322,.673,89,.320,98,68,4,5,0,1,0,*97H/8,,martiau01
158,Oswald Peraza,26,LAA,AL,1.9,73,247,231,23,59,11,2,7,21,9,2,9,69,.255,.301,.411,.712,99,.331,106,95,4,6,1,0,0,45H/6D3,,perazos02
159,José Caballero,29,NYY,AL,1.3,68,246,224,31,58,10,0,8,28,18,7,15,50,.259,.317,.411,.728,102,.329,102,92,8,5,0,2,0,6/7594H8D,,cabaljo01
160,Munetaka Murakami*,26,CHW,AL,2.0,57,246,200,43,48,4,0,20,41,1,3,44,80,.240,.378,.560,.938,159,.391,153,112,2,1,0,1,4,3/DH,,murakmu01
161,Justin Crawford*,22,PHI,NL,-0.4,75,244,226,22,55,11,2,2,16,9,3,16,52,.243,.299,.336,.635,73,.290,70,76,1,2,0,0,0,*8/H,,crawfju01
162,Sam Antonacci*,23,CHW,AL,1.5,61,243,206,37,59,10,2,4,22,11,4,18,37,.286,.386,.413,.799,125,.378,138,85,1,16,2,1,0,*74/H,,antonsa01
163,Andrew Benintendi*,31,CHW,AL,-0.3,71,243,220,30,51,10,2,9,38,1,0,19,63,.232,.289,.418,.707,96,.311,92,92,3,0,1,3,0,*DH/79,,beninan01
164,Angel Martínez#,24,CLE,AL,0.6,66,243,226,28,54,11,1,11,33,9,2,7,53,.239,.276,.442,.719,99,.320,97,100,5,5,4,1,0,*79/8H,,martian02
165,Kyle Stowers*,28,MIA,NL,0.2,57,240,210,25,47,14,2,8,29,1,1,23,75,.224,.314,.424,.738,107,.325,107,89,6,5,1,1,2,793/DH,,stoweky01
166,Curtis Mead,25,WSN,NL,1.1,66,237,206,36,46,10,0,14,39,3,2,27,44,.223,.325,.476,.801,122,.350,123,98,6,4,0,0,0,35H/4D,,meadcu01
167,Ronald Acuña Jr.,28,ATL,NL,0.9,53,236,195,31,49,10,1,7,22,15,7,35,52,.251,.373,.421,.793,124,.355,127,82,0,4,0,2,2,9/D,,acunaro01
168,Trevor Larnach*,29,MIN,AL,0.9,66,236,203,35,56,12,1,5,24,2,1,29,44,.276,.374,.419,.793,120,.360,125,85,6,3,1,0,1,*7H/D,,larnatr01
169,Mark Vientos,26,NYM,NL,-0.8,67,235,221,24,48,9,0,10,33,0,0,10,54,.217,.255,.394,.649,79,.279,70,87,10,2,0,2,0,*3H/D5,,vientma01
170,Jake McCarthy*,28,COL,NL,0.3,66,234,213,27,63,13,4,5,32,12,3,14,43,.296,.338,.465,.802,111,.353,107,99,3,1,3,3,0,*879/HD,,mccarja02
171,Rhys Hoskins,33,CLE,AL,-0.6,65,233,189,25,33,12,0,7,27,0,0,37,71,.175,.313,.349,.663,87,.305,90,66,3,3,0,4,0,3DH/7,,hoskirh01
172,Connor Norby,26,MIA,NL,-0.2,65,233,200,17,41,12,0,4,16,6,3,24,70,.205,.313,.325,.638,82,.295,85,65,5,8,0,1,0,35D/H,,norbyco01
173,Jesús Sánchez*,28,TOR,AL,-0.3,72,232,213,22,59,14,0,7,29,1,1,10,51,.277,.319,.441,.760,105,.327,98,94,4,5,0,4,1,*97H/D,,sanchje02
174,Colt Keith*,24,DET,AL,0.1,73,230,215,28,54,8,2,4,17,4,0,11,45,.251,.296,.363,.658,82,.296,76,78,4,3,0,1,0,5DH/3,,keithco01
175,Evan Carter*,23,TEX,AL,1.4,66,229,193,26,34,6,2,6,21,10,0,29,54,.176,.292,.321,.613,80,.290,82,62,0,3,3,1,0,*8/H,,carteev01
176,Nolan Gorman*,26,STL,NL,-0.3,62,229,201,19,39,4,0,7,26,0,1,25,74,.194,.279,.318,.598,70,.264,64,64,1,0,0,3,2,5D/H,,gormano01
177,Zack Gelof,26,ATH,AL,2.2,62,228,209,40,59,10,1,11,29,8,1,14,55,.282,.336,.498,.834,124,.382,132,104,5,3,2,0,0,584/H9,,gelofza01
178,Marcelo Mayer*,23,BOS,AL,0.0,70,228,205,19,45,10,0,3,22,3,0,16,44,.220,.282,.312,.594,69,.278,70,64,5,3,0,3,0,46/H,,mayerma01
179,Adley Rutschman#,28,BAL,AL,1.6,54,228,201,26,51,15,1,8,40,0,1,23,33,.254,.329,.458,.787,119,.344,119,92,5,1,0,3,0,2D/H,,rutscad01
180,Daniel Schneemann*,29,CLE,AL,1.1,65,227,206,24,43,9,0,6,26,4,2,21,68,.209,.282,.340,.622,74,.282,74,70,5,0,0,0,0,854H/69,,schneda04
181,Victor Caratini#,32,MIN,AL,0.0,59,222,186,19,45,6,0,6,30,0,0,21,42,.242,.333,.371,.704,95,.323,98,69,4,8,0,7,0,23/HD,,caratvi01
182,Luke Raley*,31,SEA,AL,0.3,71,222,202,25,48,7,1,14,35,1,1,12,72,.238,.300,.490,.790,122,.342,121,99,0,6,2,0,1,*9H/7D8,,raleylu01
183,Marcell Ozuna,35,PIT,NL,-0.8,54,221,199,16,40,5,0,6,25,0,0,20,65,.201,.281,.317,.597,65,.277,65,63,4,2,0,0,1,D/H,,ozunama01
184,Lawrence Butler*,25,ATH,AL,-1.2,73,220,198,28,39,7,0,5,21,6,3,22,59,.197,.277,.308,.585,60,.272,59,61,3,0,0,0,1,*98H/D,,butlela01
185,Coby Mayo,24,BAL,AL,-0.8,64,220,201,27,38,7,0,10,30,1,0,16,74,.189,.255,.373,.628,74,.281,72,75,3,2,0,1,0,5/D3H,,mayoco01
186,Tristan Peters*,26,CHW,AL,2.0,75,220,196,25,56,17,2,3,24,4,2,16,40,.286,.347,.439,.786,119,.347,119,86,0,3,4,1,0,*89/H7,,petertr01
187,JJ Bleday*,28,CIN,NL,1.2,51,219,185,28,45,11,1,13,35,2,2,29,43,.243,.349,.524,.873,136,.378,138,97,3,2,0,2,1,7/D9H,,bledajj01
188,Matt Vierling,29,DET,AL,-1.1,68,219,198,17,40,11,1,5,27,2,2,17,36,.202,.260,.343,.604,66,.263,58,68,4,0,0,4,0,*8H/97,,vierlma01
189,Cal Raleigh#,29,SEA,AL,-0.3,50,218,191,18,32,5,0,8,21,2,1,25,68,.168,.261,.319,.581,66,.262,64,61,4,0,0,2,0,2D/H,,raleica01
190,Owen Caissie*,23,MIA,NL,-0.3,69,217,193,24,44,11,0,9,43,4,1,16,85,.228,.286,.425,.711,99,.316,98,82,2,2,0,6,0,*9/HD,,caissow01
191,Tyler Stephenson,29,CIN,NL,0.4,62,217,189,15,40,7,0,6,22,0,1,26,57,.212,.304,.344,.648,78,.294,77,65,4,0,0,2,0,*2/H,,stephty01
192,Mike Yastrzemski*,35,ATL,NL,0.5,71,217,193,27,44,9,1,4,19,1,0,20,54,.228,.313,.347,.661,87,.303,89,67,1,4,0,0,0,*79H/8D,,yastrmi01
193,Paul Goldschmidt,38,NYY,AL,1.8,55,216,196,31,59,9,1,14,40,1,0,16,44,.301,.361,.571,.933,156,.399,153,112,2,3,0,1,0,3D/H,,goldspa01
194,Taylor Walls#,29,TBR,AL,1.7,61,215,179,29,40,9,2,0,18,12,2,26,54,.223,.325,.296,.621,74,.300,75,53,2,2,6,2,0,*6/H,,wallsta01
195,David Hamilton*,28,MIL,NL,0.8,65,214,184,31,42,5,1,3,12,16,5,20,50,.228,.307,.315,.623,73,.289,69,58,1,1,8,0,0,56/4H,,hamilda03
196,Jacob Wilson,24,ATH,AL,0.2,50,214,202,23,56,10,0,4,26,2,0,10,25,.277,.310,.386,.696,89,.321,92,78,4,0,1,1,0,6,,wilsoja05
197,Travis Bazzana*,23,CLE,AL,1.5,50,213,184,24,48,11,1,7,24,12,3,26,43,.261,.357,.446,.802,125,.362,125,82,0,2,0,1,1,4/DH,,bazzatr01
198,Edouard Julien*,27,COL,NL,-0.8,68,211,184,23,41,5,1,2,17,4,3,26,57,.223,.322,.293,.616,66,.288,67,54,6,1,0,0,0,4H3/D,,julieed01
199,J.T. Realmuto,35,PHI,NL,0.3,56,211,187,21,38,8,0,5,24,3,0,17,41,.203,.284,.326,.611,66,.281,63,61,3,5,0,2,0,*2,,realmjt01
200,Gabriel Moreno,26,ARI,NL,2.1,53,210,180,26,50,12,0,6,26,4,1,23,35,.278,.362,.444,.806,123,.364,127,80,3,3,0,4,0,2/DH,,morenga01
201,Carson Kelly,31,CHC,NL,1.5,59,209,185,30,52,9,0,4,29,0,0,21,34,.281,.364,.395,.758,118,.351,127,73,4,3,0,0,0,2/H3D1,,kellyca02
202,Luis Rengifo#,29,MIL,NL,-0.4,57,209,185,19,38,9,0,0,19,3,2,19,24,.205,.280,.254,.534,50,.247,44,47,2,1,2,2,1,5H/34D,,rengilu01
203,Corey Seager*,32,TEX,AL,0.8,48,209,180,26,33,6,0,9,24,1,0,25,54,.183,.287,.367,.654,91,.290,88,66,6,2,0,2,2,6,,seageco01
204,Konnor Griffin,20,PIT,NL,1.5,51,208,189,30,51,9,2,4,22,14,1,14,56,.270,.327,.402,.729,100,.336,97,76,2,3,0,2,0,6/DH,,griffko01
205,Carlos Cortes*,29,ATH,AL,0.2,62,206,181,17,50,9,1,6,22,1,0,21,23,.276,.359,.436,.796,116,.353,115,79,8,3,0,1,0,9DH/71,,corteca01
206,Ramón Laureano,31,SDP,NL,0.0,53,206,182,23,37,6,2,7,21,7,2,20,65,.203,.286,.374,.660,84,.293,78,68,1,2,0,2,0,7/9HD,,laurera01
207,Lane Thomas,30,KCR,AL,0.0,67,206,173,19,38,7,0,5,22,3,3,29,43,.220,.335,.347,.682,94,.307,95,60,3,2,0,2,0,*89H7/D,,thomala02
208,Christian Yelich*,34,MIL,NL,0.5,46,206,183,36,47,9,1,5,24,5,0,20,57,.257,.335,.399,.734,103,.326,97,73,1,2,0,1,2,D/7H,,yelicch01
209,Miguel Andujar,31,SDP,NL,-0.4,58,205,195,18,48,12,2,5,17,2,2,8,34,.246,.283,.405,.688,90,.295,83,79,8,2,0,0,2,D/H53,,andujmi01
210,Dominic Canzone*,28,SEA,AL,1.5,71,205,182,28,50,12,1,12,33,1,1,18,41,.275,.346,.549,.896,152,.383,149,100,1,3,0,2,0,DH9,,canzodo01
211,Jackson Chourio,22,MIL,NL,1.7,44,205,189,31,56,13,0,10,30,5,0,14,50,.296,.346,.524,.870,137,.383,138,99,1,1,0,1,1,78/9H,,chourja01
212,Eugenio Suárez,34,CIN,NL,-0.6,52,205,187,16,39,9,0,7,26,0,0,16,68,.209,.273,.369,.642,75,.291,74,69,2,1,0,1,0,D5/H,,suareeu01
213,Teoscar Hernández,33,LAD,NL,0.8,51,204,181,30,50,8,0,7,31,2,0,19,55,.276,.348,.436,.785,119,.347,117,79,6,2,0,2,1,7/D,,hernate01
214,Brent Rooker,31,ATH,AL,-0.4,48,203,180,20,36,4,0,10,29,2,0,19,65,.200,.281,.389,.670,80,.299,76,70,3,2,0,2,1,D/97H,,rookebr01
215,Tyler Freeman,27,COL,NL,-0.5,52,202,175,25,49,5,1,3,22,5,3,9,25,.280,.360,.371,.732,96,.334,99,65,10,13,5,0,0,9/4DH8,,freemty01
216,Jeremiah Jackson,26,BAL,AL,0.7,65,202,195,22,49,8,0,7,32,2,1,4,40,.251,.267,.400,.667,85,.300,87,78,10,1,0,2,0,*4/HD79,,jacksje02
217,Ryan McMahon*,31,NYY,AL,0.0,69,202,186,19,39,4,0,8,23,3,1,15,62,.210,.269,.360,.629,74,.285,73,67,5,0,1,0,0,*5/H6,,mcmahry01
218,Colton Cowser*,26,BAL,AL,0.9,71,201,175,26,40,3,0,8,27,2,2,22,58,.229,.315,.383,.698,96,.306,92,67,1,1,1,2,0,*89H7/D,,cowseco01
219,Brice Matthews,24,HOU,AL,0.2,70,201,185,19,37,5,1,6,18,2,4,13,66,.200,.251,.335,.586,62,.254,57,62,3,0,2,1,0,*784H/5,,matthbr01
220,Will Smith,31,LAD,NL,1.1,52,201,173,23,43,5,0,6,23,0,0,23,34,.249,.338,.382,.720,102,.319,99,66,5,2,0,3,0,2/HD,,smithwi05
221,Mookie Betts,33,LAD,NL,1.5,46,200,183,28,42,7,0,9,21,1,2,15,27,.230,.290,.415,.705,95,.312,96,76,6,1,0,1,0,6,,bettsmo01
222,Nathan Church*,25,STL,NL,1.3,60,199,184,25,49,9,1,5,20,5,2,11,43,.266,.312,.408,.719,103,.317,100,75,3,2,0,2,0,*78/H9,,churcna01
223,Nathaniel Lowe*,30,CIN,NL,0.6,62,197,172,19,44,11,0,9,25,0,0,25,48,.256,.350,.477,.827,125,.369,129,82,1,0,0,0,1,D3H,,lowena01
224,Michael Massey*,28,KCR,AL,1.1,63,196,184,24,49,14,0,7,27,2,0,7,32,.266,.289,.457,.745,107,.326,104,84,3,0,2,3,0,*4/H759,,massemi02
225,Blaze Alexander,27,BAL,AL,1.2,68,194,174,22,53,12,1,3,23,8,3,12,42,.305,.358,.437,.795,123,.356,125,76,5,3,2,1,1,546/87H9,,alexabl01
226,Nick Fortes,29,TBR,AL,-0.3,61,194,179,19,45,10,0,1,15,0,0,5,23,.251,.297,.324,.621,72,.276,65,58,6,7,2,1,0,*2H/D,,forteni01
227,Royce Lewis,27,MIN,AL,0.3,48,192,170,19,35,6,0,7,21,5,0,18,53,.206,.286,.365,.651,79,.306,82,62,2,2,0,2,0,53/4,,lewisro02
228,Logan O'Hoppe,26,LAA,AL,0.4,56,190,171,19,41,8,0,4,21,0,0,14,46,.240,.307,.357,.664,87,.296,85,61,3,3,1,1,0,*2/H,,ohopplo01
229,Javier Sanoja,23,MIA,NL,0.4,64,190,177,14,44,13,0,2,25,3,1,11,20,.249,.291,.356,.647,83,.308,93,63,2,0,1,1,0,57/46H198,,sanojja01
230,Dominic Smith*,31,ATL,NL,0.5,65,190,172,26,48,5,1,6,31,0,0,11,25,.279,.317,.424,.742,108,.337,113,73,4,1,1,5,0,DH/37,,smithdo02
231,Gleyber Torres,29,DET,AL,1.8,43,190,157,26,44,6,0,4,18,0,0,29,33,.280,.395,.395,.790,120,.361,125,62,2,2,0,2,1,4/D,,torregl01
232,Ben Williamson,25,TBR,AL,0.6,58,189,170,23,40,8,1,1,19,5,1,17,37,.235,.309,.312,.620,73,.285,69,53,6,1,1,0,0,46H/51D,,willibe03
233,Alex Freeland#,24,LAD,NL,1.1,58,188,162,20,39,7,0,3,17,1,0,20,52,.241,.324,.340,.664,87,.301,85,55,4,1,3,2,0,*4/H6,,freelal01
234,Jake Mangum#,30,PIT,NL,0.4,61,188,172,22,50,7,0,1,14,14,4,10,33,.291,.335,.349,.684,89,.323,93,60,4,2,3,1,1,*789H,,manguja01
235,Joey Ortiz,27,MIL,NL,0.0,66,188,162,18,32,5,0,1,15,5,3,20,34,.198,.281,.247,.528,48,.242,41,40,4,0,3,3,0,*6/H5D,,ortizjo06
236,Richie Palacios*,29,TBR,AL,0.3,57,188,162,23,39,6,2,1,21,7,5,22,37,.241,.340,.321,.661,85,.303,88,52,4,3,0,1,0,*4H/579D,,palacri01
237,Jeremy Peña,28,HOU,AL,2.0,45,188,169,31,49,9,0,6,19,8,1,15,30,.290,.356,.450,.806,124,.375,132,76,1,3,0,1,0,6/H,,penaje02
238,Zach McKinstry*,31,DET,AL,-0.5,56,186,162,11,29,4,2,2,12,1,3,20,35,.179,.266,.265,.532,48,.265,62,43,2,0,2,2,1,469/H58,,mckinza01
239,Victor Scott II*,25,STL,NL,-0.6,61,184,155,19,30,4,0,2,9,9,4,16,44,.194,.276,.258,.534,53,.247,47,40,3,2,10,1,0,*8/DH,,scottvi01
240,Francisco Alvarez,24,NYM,NL,0.3,51,183,163,17,42,5,0,8,18,0,0,15,44,.258,.326,.436,.762,111,.338,112,71,11,2,0,1,0,2/DH,,alvarfr01
241,Kyle Isbel*,29,KCR,AL,0.3,56,183,164,16,40,7,1,3,11,5,0,10,41,.244,.298,.354,.651,84,.301,83,58,4,3,5,1,0,*8/H,,isbelky01
242,Kerry Carpenter*,28,DET,AL,0.1,58,182,160,18,35,4,2,10,29,0,0,15,56,.219,.297,.456,.753,105,.324,99,73,1,4,0,3,0,9DH/7,,carpeke01
243,Drew Gilbert*,25,SFG,NL,0.2,61,182,159,18,37,8,2,3,15,0,3,17,33,.233,.322,.365,.687,97,.304,100,58,4,4,2,0,2,*87H/9,,gilbedr01
244,Austin Wells*,26,NYY,AL,-0.3,52,182,158,16,26,2,0,4,8,0,0,23,50,.165,.269,.253,.522,47,.241,42,40,5,0,0,1,2,2/H,,wellsau01
245,TJ Friedl*,30,CIN,NL,-0.6,47,178,156,15,28,6,0,2,8,5,0,13,42,.179,.259,.256,.515,42,.243,33,40,1,4,4,1,0,87/H,,friedtj01
246,José Fernández,22,ARI,NL,-0.2,55,177,165,23,42,7,0,3,15,7,2,7,40,.255,.289,.352,.641,77,.301,81,58,2,1,4,0,0,D35H/6,,fernajo06
247,Brady House,23,WSN,NL,0.1,44,177,163,22,37,7,0,7,25,1,0,13,50,.227,.282,.399,.681,89,.313,95,65,4,0,0,1,0,5/DH,,housebr01
248,Ty France,31,SDP,NL,1.3,57,176,163,19,41,7,2,9,26,1,1,9,45,.252,.297,.485,.782,115,.330,108,79,5,2,0,1,1,*3/H5D,,francty01
249,Vaughn Grissom,25,LAA,AL,0.0,46,176,153,17,36,10,0,4,30,0,0,15,20,.235,.314,.379,.693,95,.311,95,58,7,4,0,3,0,345/HD,,grissva01
250,Heliot Ramos,26,SFG,NL,0.3,44,176,165,19,44,12,1,4,20,0,0,10,47,.267,.307,.424,.731,107,.320,105,70,1,0,0,1,1,7/H,,ramoshe02
251,Keibert Ruiz#,27,WSN,NL,0.9,52,176,167,22,46,15,0,6,29,2,1,5,24,.275,.301,.473,.774,114,.331,108,79,5,2,0,2,0,2/H,,ruizke01
252,Trevor Story,33,BOS,AL,-0.1,41,176,165,16,34,7,0,3,19,4,0,8,57,.206,.244,.303,.547,55,.268,62,50,6,1,0,2,0,6/D,,storytr01
253,Moisés Ballesteros*,22,CHC,NL,0.3,59,175,156,16,36,6,0,6,23,1,0,17,36,.231,.303,.385,.687,96,.305,93,60,1,0,0,2,0,DH/2,,ballemo01
254,Wenceel Pérez#,26,DET,AL,-0.7,53,175,161,22,29,4,1,7,17,3,1,14,29,.180,.246,.348,.594,62,.263,56,56,1,0,0,0,0,98/H7D,,perezwe01
255,Heriberto Hernández,26,MIA,NL,0.7,52,174,157,17,36,3,1,8,29,5,2,15,43,.229,.299,.414,.713,100,.323,104,65,0,1,0,1,0,7H/9D,,hernahe01
256,Masataka Yoshida*,32,BOS,AL,-0.2,53,173,152,16,36,7,1,1,10,2,0,17,21,.237,.324,.316,.639,83,.296,83,48,1,3,0,1,0,DH/7,,yoshima02
257,Edgar Quero#,23,CHW,AL,-0.9,55,172,150,12,28,1,0,2,15,1,0,12,41,.187,.253,.233,.486,38,.228,33,35,5,3,2,5,0,2H/D,,queroed01
258,Christian Vázquez,35,HOU,AL,0.4,54,171,155,16,33,6,0,4,19,0,0,13,28,.213,.274,.329,.603,68,.268,61,51,1,0,3,0,1,2/HD,,vazquch01
259,Mickey Moniak*,28,COL,NL,0.9,46,170,156,22,44,9,2,12,28,1,0,10,43,.282,.335,.596,.931,141,.394,139,93,3,3,0,1,0,789D/H,,moniami01
260,Wyatt Langford,24,TEX,AL,1.6,39,168,157,22,42,7,2,8,20,5,0,10,37,.268,.315,.490,.806,132,.354,129,77,3,1,0,0,0,78/D,,langfwy01
261,Jorbit Vivas*,25,WSN,NL,0.0,59,168,145,20,37,7,0,3,14,0,1,14,22,.255,.333,.366,.699,97,.316,100,53,3,4,2,2,0,54H/D1,,vivasjo01
262,Brandon Valenzuela#,25,TOR,AL,1.3,51,164,144,17,36,6,0,7,19,1,0,18,40,.250,.331,.438,.769,108,.338,104,63,1,0,1,1,0,2/H,,valenbr01
263,Jared Triolo,28,PIT,NL,0.1,48,162,145,14,33,6,0,0,9,5,1,13,39,.228,.300,.269,.569,59,.291,72,39,4,2,1,0,0,65/39HD,,triolja01
264,Patrick Bailey#,27,2TM,2LG,0.0,54,162,149,13,27,3,1,2,12,2,0,12,41,.181,.241,.255,.496,41,.233,39,38,5,0,0,1,0,2/H,,bailepa01
264,Patrick Bailey#,27,SFG,NL,-0.3,30,89,82,5,12,0,0,1,5,2,0,7,22,.146,.213,.183,.396,15,.192,9,15,3,0,0,0,0,2,,bailepa01
264,Patrick Bailey#,27,CLE,AL,0.3,24,73,67,8,15,3,1,1,7,0,0,5,19,.224,.274,.343,.617,73,.284,75,23,2,0,0,1,0,2/H,,bailepa01
265,A.J. Ewing*,21,NYM,NL,1.2,41,159,138,16,36,7,1,3,15,8,3,18,41,.261,.344,.391,.735,106,.336,109,54,1,0,2,1,0,8/H,,ewingaj01
266,Nathan Lukes*,31,TOR,AL,0.9,47,159,145,17,43,8,0,3,15,0,1,7,26,.297,.344,.414,.758,106,.339,109,60,6,4,2,1,0,978/H,,lukesna01
267,Nick Loftin,27,KCR,AL,0.2,46,158,133,21,33,12,1,3,24,1,0,17,20,.248,.344,.421,.765,115,.344,117,56,2,4,1,3,0,45/H367,,loftini01
268,Dalton Rushing*,25,LAD,NL,1.1,47,157,139,21,34,7,0,8,22,0,0,14,43,.245,.331,.468,.799,121,.354,123,65,2,4,0,0,0,2/H3D,,rushida01
269,José Tena*,25,WSN,NL,-0.4,60,157,145,20,32,8,2,3,16,2,0,11,52,.221,.280,.366,.646,80,.289,76,53,5,1,0,0,0,DH/4795,,tenajo01
270,Bryce Eldridge*,21,SFG,NL,0.8,39,156,133,21,37,9,0,6,16,0,0,22,34,.278,.378,.481,.859,145,.371,141,64,0,0,0,1,1,D3/H,,eldribr01
271,Henry Davis,26,PIT,NL,0.2,51,155,135,16,20,5,0,6,19,2,1,14,32,.148,.247,.319,.565,55,.260,53,43,3,4,1,1,0,2/HD,,davishe01
272,Blake Dunn,27,CIN,NL,1.0,37,152,140,20,39,7,1,2,6,6,3,10,32,.279,.336,.386,.721,98,.321,96,54,2,2,0,0,0,89/H7D,,dunnbl01
273,Adrian Del Castillo*,26,ARI,NL,-0.5,47,150,137,11,26,4,0,4,20,0,0,12,44,.190,.253,.307,.560,55,.264,57,42,5,0,0,1,0,D2/H31,,delcaad01
